osmid,y,x,street_count,highway,ref,geometry
1746796546,-12.0449597,-76.9792371,4,,,POINT (-76.97923710000001 -12.0449597)
4284776453,-12.2007022,-77.0198858,4,,,POINT (-77.0198858 -12.2007022)
4200497160,-12.0622377,-77.094624,3,,,POINT (-77.094624 -12.0622377)
5497389066,-12.0237946,-76.8093762,3,,,POINT (-76.8093762 -12.0237946)
1746796556,-12.0452296,-76.9749359,4,,,POINT (-76.97493590000001 -12.0452296)
4335599630,-12.119051,-77.0275785,3,,,POINT (-77.0275785 -12.119051)
3738206223,-11.9755075,-76.9170251,4,,,POINT (-76.9170251 -11.9755075)
1482227728,-12.0666517,-76.9879186,3,,,POINT (-76.9879186 -12.0666517)
5986648082,-12.2283038,-76.8963775,3,,,POINT (-76.8963775 -12.2283038)
1273757715,-12.2086264,-76.9124822,4,,,POINT (-76.9124822 -12.2086264)
1482227733,-12.0620764,-76.9893649,4,,,POINT (-76.9893649 -12.0620764)
1482227734,-12.0622365,-76.9938308,4,,,POINT (-76.9938308 -12.0622365)
1674117145,-12.2020712,-76.9500695,3,,,POINT (-76.9500695 -12.2020712)
821755929,-12.0178307,-77.0062954,4,,,POINT (-77.0062954 -12.0178307)
1674117147,-12.2012952,-76.9505516,3,,,POINT (-76.9505516 -12.2012952)
1482227739,-12.0638085,-76.995155,4,,,POINT (-76.995155 -12.0638085)
1674117149,-12.2028501,-76.949607,3,,,POINT (-76.949607 -12.2028501)
1746796572,-12.0464091,-76.9774705,3,,,POINT (-76.9774705 -12.0464091)
1746796575,-12.0465856,-76.9793056,4,,,POINT (-76.9793056 -12.0465856)
3993075744,-12.0547755,-76.9750526,3,motorway_junction,,POINT (-76.9750526 -12.0547755)
1482227746,-12.0601419,-76.993627,4,,,POINT (-76.993627 -12.0601419)
1482227752,-12.0606892,-76.993681,4,,,POINT (-76.993681 -12.0606892)
1746796586,-12.0465864,-76.9809176,4,,,POINT (-76.9809176 -12.0465864)
1482227757,-12.0640071,-76.9928691,3,,,POINT (-76.99286909999999 -12.0640071)
1482227759,-12.0595921,-76.9935728,4,,,POINT (-76.9935728 -12.0595921)
1482227761,-12.0640892,-76.9894485,3,,,POINT (-76.98944849999999 -12.0640892)
1746796594,-12.0468321,-76.98007,3,,,POINT (-76.98007 -12.0468321)
4724817987,-12.1300228,-76.9767379,3,,,POINT (-76.9767379 -12.1300228)
197656644,-12.1267246,-77.0359239,3,,,POINT (-77.0359239 -12.1267246)
197656646,-12.1260125,-77.0359027,4,,,POINT (-77.03590269999999 -12.1260125)
197656647,-12.1249702,-77.035886,4,,,POINT (-77.035886 -12.1249702)
197656648,-12.1243763,-77.0358831,4,,,POINT (-77.03588310000001 -12.1243763)
847511626,-12.0309177,-77.0949877,3,,,POINT (-77.0949877 -12.0309177)
1273528397,-12.0991282,-76.8729284,3,,,POINT (-76.87292840000001 -12.0991282)
1273528398,-12.1962499,-76.9095412,4,,,POINT (-76.90954120000001 -12.1962499)
847511631,-12.0329692,-77.0960076,3,,,POINT (-77.09600759999999 -12.0329692)
1273462861,-12.2011099,-76.9910023,4,,,POINT (-76.99100230000001 -12.2011099)
1938227287,-12.0192056,-76.9868484,3,,,POINT (-76.9868484 -12.0192056)
6415319128,-12.333688,-76.8194919,1,,,POINT (-76.8194919 -12.333688)
427589721,-11.996814,-77.1125693,4,,,POINT (-77.1125693 -11.996814)
847511646,-12.0309514,-77.0863436,4,,,POINT (-77.08634360000001 -12.0309514)
391020638,-12.1398036,-77.0131319,4,,,POINT (-77.0131319 -12.1398036)
6415319136,-12.3349038,-76.8188809,3,,,POINT (-76.8188809 -12.3349038)
391020639,-12.1392387,-77.013805,4,,,POINT (-77.013805 -12.1392387)
4785274979,-12.1021417,-76.870014,3,,,POINT (-76.870014 -12.1021417)
4785274985,-12.0995186,-76.8715806,3,,,POINT (-76.8715806 -12.0995186)
1746075767,-12.0252412,-76.9453322,4,,,POINT (-76.9453322 -12.0252412)
1951268989,-11.9937099,-77.0108256,4,,,POINT (-77.0108256 -11.9937099)
1273692286,-12.1936219,-76.9729071,3,,,POINT (-76.9729071 -12.1936219)
4356276356,-12.0465183,-76.9777239,3,,,POINT (-76.9777239 -12.0465183)
4785275019,-12.1057199,-76.8733982,3,,,POINT (-76.8733982 -12.1057199)
3335028877,-12.0751143,-77.0538719,4,,,POINT (-77.0538719 -12.0751143)
3501097102,-11.9924677,-77.0591577,3,,,POINT (-77.0591577 -11.9924677)
4785275024,-12.1049003,-76.8722677,4,,,POINT (-76.87226769999999 -12.1049003)
1273626773,-12.1391048,-76.9668407,4,,,POINT (-76.96684070000001 -12.1391048)
2846425237,-12.0601805,-77.1087844,3,,,POINT (-77.1087844 -12.0601805)
3738206362,-11.9766777,-76.9169218,4,,,POINT (-76.9169218 -11.9766777)
639107227,-12.078234,-77.0677008,4,,,POINT (-77.0677008 -12.078234)
1746075803,-12.0255973,-76.9476275,4,,,POINT (-76.9476275 -12.0255973)
1369043001,-12.0506524,-77.0140338,3,,,POINT (-77.01403380000001 -12.0506524)
133922977,-12.1257412,-77.0323439,4,,,POINT (-77.0323439 -12.1257412)
627835042,-12.0716412,-77.1215736,4,,,POINT (-77.1215736 -12.0716412)
627835043,-12.0729262,-77.1223047,4,,,POINT (-77.1223047 -12.0729262)
133922980,-12.1259895,-77.0317377,4,,,POINT (-77.03173769999999 -12.1259895)
4927553711,-12.075558,-77.0256431,3,,,POINT (-77.0256431 -12.075558)
5583110321,-12.0042417,-77.0607483,3,,,POINT (-77.0607483 -12.0042417)
1273790642,-12.2000189,-76.9269166,4,,,POINT (-76.9269166 -12.2000189)
1746075826,-12.0257511,-76.9476122,4,,,POINT (-76.94761219999999 -12.0257511)
4948000948,-12.1705066,-76.9803177,4,,,POINT (-76.9803177 -12.1705066)
1746075828,-12.0261323,-76.9500963,4,,,POINT (-76.9500963 -12.0261323)
842596534,-11.9981801,-77.0534396,4,,,POINT (-77.0534396 -11.9981801)
3738206393,-11.9778837,-76.9168152,4,,,POINT (-76.9168152 -11.9778837)
4329570490,-11.7849227,-77.1545714,4,,,POINT (-77.15457139999999 -11.7849227)
1273462969,-11.9556031,-77.0917975,3,,,POINT (-77.0917975 -11.9556031)
842596538,-11.9981741,-77.0525428,3,,,POINT (-77.0525428 -11.9981741)
3740696772,-12.2100957,-76.8735173,3,,,POINT (-76.8735173 -12.2100957)
842596549,-11.9977205,-77.0525456,4,,,POINT (-77.0525456 -11.9977205)
3740696777,-12.2118586,-76.8749132,3,,,POINT (-76.87491319999999 -12.2118586)
4948000970,-12.1709561,-76.9803313,3,,,POINT (-76.9803313 -12.1709561)
3740696779,-12.2123817,-76.8755044,3,,,POINT (-76.8755044 -12.2123817)
1273921739,-12.0591705,-77.0973964,4,,,POINT (-77.09739639999999 -12.0591705)
3738206411,-11.9785528,-76.9165983,4,,,POINT (-76.9165983 -11.9785528)
263389391,-12.0759211,-77.0527302,4,traffic_signals,,POINT (-77.0527302 -12.0759211)
263389392,-12.0749363,-77.0519232,4,traffic_signals,,POINT (-77.0519232 -12.0749363)
263389393,-12.0739505,-77.0511095,4,traffic_signals,,POINT (-77.0511095 -12.0739505)
263389394,-12.0729814,-77.050257,4,traffic_signals,,POINT (-77.050257 -12.0729814)
821756112,-12.0173985,-77.0047046,4,,,POINT (-77.0047046 -12.0173985)
3738206418,-11.9787371,-76.9038796,3,,,POINT (-76.9038796 -11.9787371)
263389397,-12.070033,-77.0478477,4,traffic_signals,,POINT (-77.04784770000001 -12.070033)
263389398,-12.0690667,-77.047058,4,traffic_signals,,POINT (-77.04705800000001 -12.0690667)
263389399,-12.0680735,-77.0462317,4,,,POINT (-77.04623170000001 -12.0680735)
263389400,-12.0671015,-77.0454082,4,,,POINT (-77.0454082 -12.0671015)
263389401,-12.0661178,-77.0445972,4,,,POINT (-77.0445972 -12.0661178)
3740696790,-12.2108002,-76.8759036,3,,,POINT (-76.8759036 -12.2108002)
3737747670,-11.9303557,-77.0697699,4,,,POINT (-77.0697699 -11.9303557)
1273921750,-11.9968694,-77.1206373,4,,,POINT (-77.1206373 -11.9968694)
3737747678,-11.9379018,-77.0678618,3,,,POINT (-77.0678618 -11.9379018)
4948000991,-12.1727139,-76.9791884,4,,,POINT (-76.9791884 -12.1727139)
4948000992,-12.1726442,-76.9789751,3,,,POINT (-76.9789751 -12.1726442)
1814003938,-11.8708335,-77.0296165,4,,,POINT (-77.0296165 -11.8708335)
1746075873,-12.0268801,-76.9500025,4,,,POINT (-76.9500025 -12.0268801)
3737747679,-11.9380281,-77.0678366,3,,,POINT (-77.06783660000001 -11.9380281)
2173173989,-12.0319036,-76.9634095,3,,,POINT (-76.9634095 -12.0319036)
3737747686,-11.9451661,-77.0664401,3,,,POINT (-77.06644009999999 -11.9451661)
1746075880,-12.0270828,-76.9532891,3,,,POINT (-76.95328910000001 -12.0270828)
3737747680,-11.9404774,-77.0671746,4,,,POINT (-77.0671746 -11.9404774)
4346249450,-12.1190673,-77.0078773,3,,,POINT (-77.0078773 -12.1190673)
4574281964,-12.0414665,-76.8758867,3,,,POINT (-76.8758867 -12.0414665)
1273692402,-12.1309404,-76.9542827,4,,,POINT (-76.95428269999999 -12.1309404)
2352414966,-11.8247537,-77.1068037,3,,,POINT (-77.1068037 -11.8247537)
3725525239,-12.0600217,-77.0791124,4,,,POINT (-77.0791124 -12.0600217)
1746075899,-12.0280296,-76.9475005,3,,,POINT (-76.9475005 -12.0280296)
3725525244,-12.0603403,-77.0790453,4,,,POINT (-77.0790453 -12.0603403)
3725525245,-12.0603836,-77.0792452,4,,,POINT (-77.0792452 -12.0603836)
3737747708,-11.9458672,-77.0663054,3,,,POINT (-77.0663054 -11.9458672)
2352414976,-11.8243649,-77.108906,4,,,POINT (-77.108906 -11.8243649)
1273954563,-12.1644307,-76.9460337,4,,,POINT (-76.9460337 -12.1644307)
1746075907,-12.0283849,-76.9496419,4,,,POINT (-76.9496419 -12.0283849)
2352414979,-11.8242144,-77.1100401,3,,,POINT (-77.11004010000001 -11.8242144)
3725525255,-12.0671984,-77.1331611,3,,,POINT (-77.1331611 -12.0671984)
2352414983,-11.8211677,-77.1041044,3,,,POINT (-77.1041044 -11.8211677)
391020814,-12.1372146,-77.0177607,3,,,POINT (-77.0177607 -12.1372146)
9168814354,-12.1720956,-76.9990769,3,,,POINT (-76.99907690000001 -12.1720956)
133955862,-12.0562244,-77.1323756,3,,,POINT (-77.1323756 -12.0562244)
3758457112,-12.1924599,-76.9610372,3,,,POINT (-76.96103720000001 -12.1924599)
3758457113,-12.1903878,-76.962273,4,,,POINT (-76.962273 -12.1903878)
3758457114,-12.1889679,-76.9630999,4,,,POINT (-76.9630999 -12.1889679)
6032982299,-11.9272954,-77.0726837,3,,,POINT (-77.0726837 -11.9272954)
1814003996,-11.8724638,-77.0288585,4,,,POINT (-77.0288585 -11.8724638)
3758457117,-12.1874039,-76.9641159,3,,,POINT (-76.9641159 -12.1874039)
133955870,-12.0540241,-77.1360271,3,,,POINT (-77.13602710000001 -12.0540241)
4284612890,-12.0853975,-76.9184047,3,,,POINT (-76.9184047 -12.0853975)
563839256,-12.0519062,-77.0340658,3,,,POINT (-77.03406579999999 -12.0519062)
1814004002,-11.872605,-77.0288182,3,,,POINT (-77.0288182 -11.872605)
4343202095,-12.1085051,-77.0530711,3,,,POINT (-77.0530711 -12.1085051)
133955891,-12.0517003,-77.1345174,3,,,POINT (-77.13451739999999 -12.0517003)
821756215,-12.0176435,-77.003481,3,,,POINT (-77.00348099999999 -12.0176435)
4343202104,-12.1086943,-77.052883,3,,,POINT (-77.05288299999999 -12.1086943)
1273725240,-12.1983861,-76.9242078,4,,,POINT (-76.9242078 -12.1983861)
133955898,-12.0519892,-77.1341182,3,,,POINT (-77.1341182 -12.0519892)
3738206527,-11.9799452,-76.9160401,4,,,POINT (-76.9160401 -11.9799452)
4341662016,-12.0620638,-77.1236331,3,,,POINT (-77.12363310000001 -12.0620638)
133955906,-12.0513532,-77.1337717,3,,,POINT (-77.1337717 -12.0513532)
1675395395,-12.2356435,-76.9404534,3,,,POINT (-76.9404534 -12.2356435)
1745486146,-12.0492647,-76.9656009,4,,,POINT (-76.9656009 -12.0492647)
4343202119,-12.1056778,-77.047527,3,,,POINT (-77.047527 -12.1056778)
133955913,-12.0512046,-77.1342803,3,,,POINT (-77.1342803 -12.0512046)
4343202121,-12.1040638,-77.0479067,3,,,POINT (-77.0479067 -12.1040638)
4348805454,-12.2949185,-76.8524326,3,,,POINT (-76.8524326 -12.2949185)
133955919,-12.0514915,-77.1345255,3,,,POINT (-77.1345255 -12.0514915)
427589967,-12.0030042,-77.1096728,3,,,POINT (-77.1096728 -12.0030042)
427589968,-12.0028884,-77.1094444,4,,,POINT (-77.1094444 -12.0028884)
821756241,-12.018684,-77.0076734,3,,,POINT (-77.0076734 -12.018684)
3738206546,-11.9810054,-76.9142739,3,,,POINT (-76.9142739 -11.9810054)
3267592535,-12.0440065,-76.9184476,3,,,POINT (-76.91844759999999 -12.0440065)
3738206553,-11.9811795,-76.9147485,3,,,POINT (-76.9147485 -11.9811795)
3738206564,-11.9814404,-76.9154707,4,,,POINT (-76.9154707 -11.9814404)
1796866431,-12.1518438,-76.9768817,3,,,POINT (-76.97688170000001 -12.1518438)
3738206599,-11.9843536,-76.9277415,3,,,POINT (-76.9277415 -11.9843536)
6047105415,-11.9895711,-77.0604484,3,,,POINT (-77.0604484 -11.9895711)
6047105417,-11.9895927,-77.0616047,3,,,POINT (-77.0616047 -11.9895927)
1745486222,-12.0485221,-76.9635167,3,,,POINT (-76.9635167 -12.0485221)
3738206607,-11.9852671,-76.9244455,3,,,POINT (-76.9244455 -11.9852671)
1745486227,-12.051379,-76.966224,4,,,POINT (-76.966224 -12.051379)
3738206615,-11.9854523,-76.9253945,3,,,POINT (-76.9253945 -11.9854523)
412189084,-12.0740954,-77.0163315,4,,,POINT (-77.01633150000001 -12.0740954)
6129287592,-12.0864539,-76.9734178,3,,,POINT (-76.97341780000001 -12.0864539)
4336189865,-11.8902576,-77.0340587,3,,,POINT (-77.0340587 -11.8902576)
4336189866,-11.889975,-77.0339118,3,,,POINT (-77.0339118 -11.889975)
842695087,-11.9859231,-77.0611224,3,,,POINT (-77.0611224 -11.9859231)
412189107,-12.0777576,-77.02134,3,,,POINT (-77.02134 -12.0777576)
842695095,-11.9854888,-77.0583393,4,,,POINT (-77.0583393 -11.9854888)
842695098,-11.9854139,-77.0579388,4,,,POINT (-77.0579388 -11.9854139)
5589402044,-11.8183003,-77.1269589,3,,,POINT (-77.12695890000001 -11.8183003)
412189116,-12.076144,-77.0188533,4,,,POINT (-77.0188533 -12.076144)
5589402046,-11.8239853,-77.1236365,3,,,POINT (-77.1236365 -11.8239853)
631734720,-12.0631727,-77.142746,4,traffic_signals,,POINT (-77.142746 -12.0631727)
1993703873,-12.2740705,-76.8929269,3,,,POINT (-76.89292690000001 -12.2740705)
842695108,-11.9853075,-77.0579647,4,,,POINT (-77.0579647 -11.9853075)
5589402054,-11.839888,-77.1034781,3,,,POINT (-77.1034781 -11.839888)
1814004171,-11.8762081,-77.032172,4,,,POINT (-77.032172 -11.8762081)
387416528,-12.1275151,-77.0022115,3,,,POINT (-77.0022115 -12.1275151)
560562642,-12.0406531,-77.0992005,4,,,POINT (-77.09920049999999 -12.0406531)
560562643,-12.040634,-77.099004,4,,,POINT (-77.09900399999999 -12.040634)
3737747935,-11.962213,-77.0837132,4,traffic_signals,,POINT (-77.08371320000001 -11.962213)
3737747937,-11.9623463,-77.0836941,4,traffic_signals,,POINT (-77.0836941 -11.9623463)
3627352550,-12.0675289,-76.9725002,3,,,POINT (-76.9725002 -12.0675289)
442761704,-12.1394529,-76.9993765,3,traffic_signals,,POINT (-76.9993765 -12.1394529)
3736732137,-11.9897349,-77.0636873,3,,,POINT (-77.0636873 -11.9897349)
263389679,-12.080689,-77.058302,4,,,POINT (-77.058302 -12.080689)
4406378995,-12.036073,-77.0258346,3,,,POINT (-77.0258346 -12.036073)
914293237,-12.2291742,-76.8580692,3,,,POINT (-76.8580692 -12.2291742)
263389687,-12.0831883,-77.0521074,4,,,POINT (-77.0521074 -12.0831883)
263389688,-12.0826054,-77.0505981,4,,,POINT (-77.0505981 -12.0826054)
263389689,-12.0822705,-77.0497112,3,,,POINT (-77.0497112 -12.0822705)
3736732154,-12.0083371,-77.0616135,4,,,POINT (-77.06161350000001 -12.0083371)
263389691,-12.0820081,-77.0487862,4,traffic_signals,,POINT (-77.0487862 -12.0820081)
3736732156,-12.0088528,-77.0615236,4,,,POINT (-77.0615236 -12.0088528)
182419965,-11.9230453,-76.6791102,3,,,POINT (-76.6791102 -11.9230453)
263389694,-12.0819759,-77.0477825,3,,,POINT (-77.0477825 -12.0819759)
263389695,-12.0819909,-77.0476145,3,,,POINT (-77.04761449999999 -12.0819909)
412189184,-12.0764836,-77.0226057,3,,,POINT (-77.0226057 -12.0764836)
263389697,-12.0821193,-77.0469704,3,,,POINT (-77.04697040000001 -12.0821193)
412189186,-12.0749051,-77.0233942,4,,,POINT (-77.0233942 -12.0749051)
4234707459,-12.2131886,-76.9367543,4,,,POINT (-76.9367543 -12.2131886)
1273758211,-12.1328088,-76.9635629,4,,,POINT (-76.9635629 -12.1328088)
3736732158,-12.0116179,-77.0898873,4,,,POINT (-77.0898873 -12.0116179)
4276978176,-12.0874256,-77.0860749,4,,,POINT (-77.0860749 -12.0874256)
3738206731,-11.98595,-76.8957588,3,,,POINT (-76.8957588 -11.98595)
627835408,-12.0719839,-77.1228576,3,,,POINT (-77.1228576 -12.0719839)
3738206739,-11.9860505,-76.9239306,3,,,POINT (-76.92393060000001 -11.9860505)
3738206740,-11.9869823,-76.8364728,3,,,POINT (-76.8364728 -11.9869823)
1273889301,-12.20349,-77.0038413,3,,,POINT (-77.0038413 -12.20349)
4268392982,-12.0732134,-77.1215415,3,,,POINT (-77.12154150000001 -12.0732134)
6032949785,-11.9772608,-77.0486313,3,,,POINT (-77.0486313 -11.9772608)
4357685789,-11.9822273,-77.0132542,4,,,POINT (-77.01325420000001 -11.9822273)
263389729,-12.0818756,-77.0487808,4,traffic_signals,,POINT (-77.0487808 -12.0818756)
1273594402,-12.1340568,-76.9389902,4,,,POINT (-76.93899020000001 -12.1340568)
8978825764,-12.0477157,-76.9811521,3,,,POINT (-76.9811521 -12.0477157)
263389733,-12.0830692,-77.0521648,4,,,POINT (-77.0521648 -12.0830692)
1399063080,-12.0579566,-77.0564677,4,,,POINT (-77.0564677 -12.0579566)
462979629,-12.0775011,-77.0815363,3,,,POINT (-77.0815363 -12.0775011)
1399063094,-12.062655,-77.0545485,4,,,POINT (-77.0545485 -12.062655)
1951269430,-11.9962517,-77.0026824,3,,,POINT (-77.0026824 -11.9962517)
611484217,-12.0780594,-77.0837021,3,,,POINT (-77.0837021 -12.0780594)
1399063099,-12.0610791,-77.0569026,4,,,POINT (-77.0569026 -12.0610791)
821756480,-12.0177061,-77.0120995,4,,,POINT (-77.01209950000001 -12.0177061)
847512129,-12.0296398,-77.0931458,4,,,POINT (-77.0931458 -12.0296398)
847512130,-12.0291617,-77.0929357,4,,,POINT (-77.0929357 -12.0291617)
847512131,-12.0286733,-77.0927416,4,,,POINT (-77.0927416 -12.0286733)
847512132,-12.0299914,-77.0932825,4,,,POINT (-77.0932825 -12.0299914)
847512133,-12.0292098,-77.0876943,4,,,POINT (-77.0876943 -12.0292098)
1256325701,-11.9151491,-77.0477518,4,traffic_signals,,POINT (-77.0477518 -11.9151491)
1814004295,-11.8779767,-77.0300853,4,,,POINT (-77.0300853 -11.8779767)
821756488,-12.0178157,-77.0111468,4,,,POINT (-77.01114680000001 -12.0178157)
611484233,-12.0780942,-77.0823372,3,,,POINT (-77.0823372 -12.0780942)
847512138,-12.0296872,-77.087899,4,,,POINT (-77.08789899999999 -12.0296872)
847512139,-12.0301706,-77.0881129,4,,,POINT (-77.0881129 -12.0301706)
847512140,-12.0305204,-77.0882574,4,,,POINT (-77.0882574 -12.0305204)
847512135,-12.0290432,-77.0891254,4,,,POINT (-77.0891254 -12.0290432)
847512144,-12.0303678,-77.0896859,4,,,POINT (-77.08968590000001 -12.0303678)
1951269457,-11.996303,-77.003694,3,,,POINT (-77.003694 -11.996303)
4261053019,-11.9964533,-77.0870557,4,,,POINT (-77.08705569999999 -11.9964533)
1399063132,-12.0607028,-77.0588482,3,,,POINT (-77.0588482 -12.0607028)
1399063134,-12.0589885,-77.0573631,4,,,POINT (-77.0573631 -12.0589885)
1399063151,-12.0587091,-77.0536619,4,,,POINT (-77.05366189999999 -12.0587091)
1844839026,-12.1741533,-77.0023616,4,,,POINT (-77.0023616 -12.1741533)
4796023415,-12.1783552,-76.9265022,3,,,POINT (-76.9265022 -12.1783552)
391021177,-12.1413033,-77.0144837,4,,,POINT (-77.0144837 -12.1413033)
391021178,-12.140731,-77.0151467,4,,,POINT (-77.0151467 -12.140731)
391021179,-12.1399016,-77.0160881,4,,,POINT (-77.0160881 -12.1399016)
4202660476,-12.1456191,-76.9664848,4,,,POINT (-76.9664848 -12.1456191)
331597632,-12.071973,-77.1050475,4,traffic_signals,,POINT (-77.1050475 -12.071973)
4337566340,-12.0954218,-77.03172,3,,,POINT (-77.03172000000001 -12.0954218)
1843102342,-12.0344995,-77.0996209,3,,,POINT (-77.09962090000001 -12.0344995)
2761654924,-12.1602089,-76.9849465,3,,,POINT (-76.98494650000001 -12.1602089)
1843102351,-12.0356168,-77.099273,3,,,POINT (-77.099273 -12.0356168)
5615223441,-11.9754714,-76.8976218,3,,,POINT (-76.8976218 -11.9754714)
5615223444,-11.976185,-76.8984319,3,,,POINT (-76.89843190000001 -11.976185)
624493225,-12.0726521,-77.1124381,3,,,POINT (-77.11243810000001 -12.0726521)
4334474649,-11.9011009,-77.0349122,3,,,POINT (-77.03491219999999 -11.9011009)
1399063217,-12.0633756,-77.0553488,3,,,POINT (-77.0553488 -12.0633756)
1399063223,-12.0635445,-77.0548446,3,,,POINT (-77.0548446 -12.0635445)
8982463159,-12.0155773,-76.9908948,3,,,POINT (-76.99089480000001 -12.0155773)
639107769,-12.0776763,-77.0695173,4,,,POINT (-77.0695173 -12.0776763)
1843102397,-12.0491297,-77.0595287,3,,,POINT (-77.0595287 -12.0491297)
316801727,-12.0965559,-77.0716279,4,traffic_signals,,POINT (-77.0716279 -12.0965559)
316801728,-12.0971215,-77.0718665,4,traffic_signals,,POINT (-77.0718665 -12.0971215)
3042149058,-12.0233623,-77.049986,4,,,POINT (-77.049986 -12.0233623)
1399063237,-12.0630576,-77.0529906,4,,,POINT (-77.0529906 -12.0630576)
817660614,-11.9816008,-77.0101771,3,,,POINT (-77.01017710000001 -11.9816008)
1273594567,-12.1646756,-76.9199613,3,,,POINT (-76.9199613 -12.1646756)
1399063249,-12.0635805,-77.0531399,4,,,POINT (-77.05313990000001 -12.0635805)
1938227922,-12.025095,-76.9815476,3,,,POINT (-76.9815476 -12.025095)
1342138346,-11.965145,-76.977269,3,,,POINT (-76.97726900000001 -11.965145)
1287422680,-12.200434,-77.0226247,3,,,POINT (-77.02262469999999 -12.200434)
262573997,-12.1194434,-77.0182427,3,,,POINT (-77.0182427 -12.1194434)
1273889504,-12.1412241,-76.9417274,4,,,POINT (-76.9417274 -12.1412241)
3738206957,-12.0032564,-76.8752374,4,,,POINT (-76.8752374 -12.0032564)
3630203630,-12.1057999,-77.000917,4,,,POINT (-77.000917 -12.1057999)
627180271,-12.0401887,-77.0877102,4,,,POINT (-77.0877102 -12.0401887)
885687025,-12.0326593,-77.0649007,4,,,POINT (-77.0649007 -12.0326593)
262570744,-12.1115747,-77.0368074,4,,,POINT (-77.0368074 -12.1115747)
885687041,-12.0332369,-77.064979,4,,,POINT (-77.06497899999999 -12.0332369)
7556301576,-12.1184021,-76.8139493,3,,,POINT (-76.8139493 -12.1184021)
6829179665,-12.2056812,-76.9283682,3,,,POINT (-76.92836819999999 -12.2056812)
262570769,-12.1140021,-77.0357796,4,,,POINT (-77.0357796 -12.1140021)
4927554323,-12.0755623,-77.0251567,3,,,POINT (-77.0251567 -12.0755623)
4224615189,-12.2322424,-76.9253172,4,,,POINT (-76.92531719999999 -12.2322424)
1273725720,-12.0616338,-77.017957,4,traffic_signals,,POINT (-77.017957 -12.0616338)
370967339,-12.1046911,-77.0185885,4,traffic_signals,,POINT (-77.01858850000001 -12.1046911)
629048130,-12.0669917,-77.130763,4,,,POINT (-77.130763 -12.0669917)
6162088771,-12.2316,-76.8901328,3,,,POINT (-76.8901328 -12.2316)
1396409155,-12.0628059,-77.0633185,4,,,POINT (-77.06331849999999 -12.0628059)
1273889605,-12.0343179,-76.9476866,3,,,POINT (-76.9476866 -12.0343179)
844464967,-12.0123171,-77.0782153,4,,,POINT (-77.0782153 -12.0123171)
821756744,-12.0178797,-77.0106284,3,,,POINT (-77.0106284 -12.0178797)
263390027,-12.085315,-77.0509588,4,,,POINT (-77.0509588 -12.085315)
3996615508,-12.0405774,-77.1158757,3,,,POINT (-77.1158757 -12.0405774)
4283138901,-12.1216668,-76.9600749,3,,,POINT (-76.9600749 -12.1216668)
370967384,-12.1044521,-77.0186007,4,traffic_signals,,POINT (-77.01860069999999 -12.1044521)
1573127001,-12.1695731,-76.9648189,4,,,POINT (-76.9648189 -12.1695731)
5577540442,-12.1005592,-77.0134082,3,,,POINT (-77.0134082 -12.1005592)
1573127003,-12.1538612,-76.9718163,4,traffic_signals,,POINT (-76.9718163 -12.1538612)
387416929,-12.128353,-77.0012191,3,,,POINT (-77.0012191 -12.128353)
1573127009,-12.1796264,-76.9627151,3,,,POINT (-76.9627151 -12.1796264)
3740697448,-12.2287976,-76.8944162,4,,,POINT (-76.89441619999999 -12.2287976)
263390056,-12.0813513,-77.0520619,4,,,POINT (-77.0520619 -12.0813513)
263390064,-12.0852956,-77.0507387,3,,,POINT (-77.0507387 -12.0852956)
1573127026,-12.1728396,-76.9623388,4,,,POINT (-76.9623388 -12.1728396)
1834091379,-12.0926307,-76.9466762,3,,,POINT (-76.9466762 -12.0926307)
1834091381,-12.0927139,-76.9466475,3,,,POINT (-76.9466475 -12.0927139)
1834091391,-12.093958,-76.9461761,4,,,POINT (-76.9461761 -12.093958)
1426686852,-12.0923859,-77.032191,3,,,POINT (-77.032191 -12.0923859)
1426686853,-12.0921918,-77.0331267,3,,,POINT (-77.0331267 -12.0921918)
1573127046,-12.1724742,-76.967602,4,,,POINT (-76.967602 -12.1724742)
1273824143,-12.234109,-76.9242023,3,,,POINT (-76.9242023 -12.234109)
1573127058,-12.1491812,-76.9704268,3,,,POINT (-76.9704268 -12.1491812)
1396409237,-12.0593211,-77.0757031,4,traffic_signals,,POINT (-77.0757031 -12.0593211)
262570902,-12.1158686,-77.0357943,4,,,POINT (-77.03579430000001 -12.1158686)
1426686872,-12.0881992,-77.0350916,3,,,POINT (-77.0350916 -12.0881992)
1573127068,-12.1702375,-76.9616385,4,,,POINT (-76.96163850000001 -12.1702375)
1396409246,-12.0545654,-77.0692389,3,,,POINT (-77.0692389 -12.0545654)
1396409247,-12.0545802,-77.0693581,3,,,POINT (-77.0693581 -12.0545802)
2182644641,-11.869173,-77.0758626,3,,,POINT (-77.07586259999999 -11.869173)
1781236643,-12.1559597,-76.972561,4,,,POINT (-76.972561 -12.1559597)
263390121,-12.0836422,-77.0506506,4,,,POINT (-77.0506506 -12.0836422)
4356244396,-12.0743407,-77.0068321,3,,,POINT (-77.0068321 -12.0743407)
3738207151,-12.0139415,-76.9007532,4,,,POINT (-76.9007532 -12.0139415)
3738207153,-12.0140689,-76.901035,3,,,POINT (-76.90103499999999 -12.0140689)
1814004659,-11.884157,-77.0293087,3,,,POINT (-77.0293087 -11.884157)
